id,birth_year,vocation,sun_deg,moon_deg,mercury_deg,venus_deg,mars_deg,jupiter_deg,saturn_deg,uranus_deg,neptune_deg,pluto_deg,aspects
148,1989,Engineer,149.7512,41.785,174.429,115.352,112.2805,163.9197,74.4722,173.8534,171.4185,157.7397,Venus conj Mars; Jupiter sq Saturn
149,1994,Pilot,114.8074,108.0951,132.1778,77.8556,305.7048,233.2692,243.7702,59.1675,354.2042,87.8087,Sun conj Moon; Mercury opp Mars
150,1985,Engineer,198.6877,119.1563,194.5644,195.0449,287.1921,226.7137,67.0993,236.6308,142.4097,265.4598,Sun conj Mercury; Sun conj Venus; Sun sq Mars; Mercury conj Venus; Mercury sq Mars; Venus sq Mars
151,1986,Engineer,161.847,154.639,134.0962,134.4674,100.2041,253.3535,286.5629,207.8452,287.8208,193.28,Sun conj Moon; Sun sq Jupiter; Mercury conj Venus; Mars opp Saturn
152,1991,Scientist,117.3546,164.7182,104.0464,152.1677,189.9774,230.0791,214.9095,220.071,211.3217,125.2529,Mercury sq Mars
153,1994,Engineer,222.2506,292.9458,233.7859,202.8053,221.2144,30.5107,48.2212,42.4302,109.9368,65.896,Sun conj Mars; Sun opp Saturn; Moon sq Venus; Mercury opp Saturn; Venus opp Jupiter; Mars opp Saturn
154,1984,Engineer,183.897,150.5661,163.6175,172.7331,66.8713,228.7806,249.6359,232.2936,359.9638,199.7685,Mercury sq Saturn; Mars opp Saturn
155,1995,Pilot,103.9805,67.3555,123.1317,115.4439,311.588,342.6631,174.4592,70.2463,138.2199,202.1695,Moon sq Jupiter; Mercury conj Venus
156,2000,Physician,178.1891,246.4908,173.4644,210.8188,175.9318,29.7614,11.1099,273.9804,105.1524,98.9471,Sun conj Mercury; Sun conj Mars; Mercury conj Mars; Venus opp Jupiter
157,1997,Scientist,103.9213,281.0665,107.5977,130.0859,178.3128,183.8902,206.1771,96.44,195.5182,356.7217,Sun opp Moon; Sun conj Mercury; Moon opp Mercury; Mars conj Jupiter
158,1997,Pilot,296.1399,258.8329,298.7357,343.1584,36.8699,298.8255,270.4844,107.1752,359.7526,161.9036,Sun conj Mercury; Sun conj Jupiter; Moon sq Venus; Mercury conj Jupiter
159,1991,Engineer,310.3919,311.5046,288.9655,340.3332,75.5561,265.5407,248.0881,309.9775,219.6942,154.1401,Sun conj Moon; Venus sq Mars; Venus sq Saturn; Mars opp Saturn
160,1999,Pilot,50.1246,74.3831,33.7134,7.8229,126.2936,101.1906,193.9567,116.5153,253.4594,104.16,Mercury sq Mars; Venus sq Jupiter; Venus opp Saturn; Jupiter sq Saturn
161,1988,Scientist,342.863,185.1894,5.2717,13.1204,48.812,270.0339,148.1746,21.3429,99.8365,236.1227,Moon opp Mercury; Moon opp Venus; Moon sq Jupiter; Mercury conj Venus; Mercury sq Jupiter
162,1984,Engineer,89.8838,256.1021,108.2788,114.9853,243.4444,176.2051,207.8732,96.7382,149.121,162.717,Sun sq Jupiter; Mercury conj Venus; Venus sq Saturn
163,2000,Pilot,286.0555,276.7983,280.6152,310.0365,250.0933,315.8342,163.6904,175.696,209.504,312.8068,Sun conj Mercury; Moon conj Mercury; Venus conj Jupiter; Mars sq Saturn
164,1982,Scientist,263.1355,165.0417,272.3276,249.5249,22.799,192.3928,78.4188,154.6715,76.2665,96.6733,Sun opp Saturn; Moon sq Venus; Moon sq Saturn
165,1989,Pilot,121.5919,208.0561,125.2958,120.1843,123.7463,245.7187,17.4273,35.8469,282.2003,165.4494,Sun sq Moon; Sun conj Mercury; Sun conj Venus; Sun conj Mars; Moon sq Venus; Moon sq Mars; Mercury conj Venus; Mercury conj Mars; Venus conj Mars
166,1983,Scientist,334.5958,164.3465,2.1388,327.6646,358.4499,327.3866,317.5732,108.6716,314.7924,315.5742,Sun conj Venus; Sun conj Jupiter; Mercury conj Mars; Venus conj Jupiter
167,1982,Engineer,235.6517,90.1401,228.4749,274.4165,59.589,142.683,109.9833,251.7989,84.2918,235.9747,Sun conj Mercury; Sun opp Mars; Sun sq Jupiter; Moon opp Venus; Mercury sq Jupiter
168,1983,Engineer,0.3911,171.6504,339.8223,334.1054,244.7938,3.3433,250.415,294.1592,355.7358,152.033,Sun conj Jupiter; Mercury conj Venus; Mercury sq Mars; Mercury sq Saturn; Venus sq Mars; Mars conj Saturn
169,1984,Pilot,171.9721,82.4209,148.9746,201.3439,37.1526,132.3222,107.7319,137.7796,292.8125,314.819,Sun sq Moon; Venus sq Saturn; Mars sq Jupiter
170,2000,Engineer,357.4585,190.983,329.933,11.8604,158.4358,260.0755,226.1088,54.4947,148.2156,247.1638,Moon opp Venus
171,1986,Pilot,31.2077,36.1674,45.3446,39.8068,138.2515,346.7695,113.2213,50.3389,99.7084,30.3295,Sun conj Moon; Moon conj Venus; Mercury conj Venus; Mercury sq Mars
172,1997,Scientist,216.3597,259.6247,204.3152,258.7225,9.6568,304.9452,315.2978,73.9605,218.4937,67.9127,Sun sq Jupiter; Moon conj Venus
173,1992,Scientist,106.3951,19.6449,128.6782,150.0436,178.1596,40.5877,179.8497,213.8147,190.1831,351.9709,Sun sq Moon; Mercury sq Jupiter; Mars conj Saturn
174,1991,Scientist,336.2128,309.893,340.0421,323.2924,245.8591,274.5813,343.6031,277.3321,6.0082,24.3117,Sun conj Mercury; Sun sq Mars; Sun conj Saturn; Mercury sq Mars; Mercury conj Saturn
175,1988,Scientist,77.6675,143.271,65.7108,98.0798,276.1596,152.4871,144.8199,230.5934,193.5559,54.965,Moon conj Saturn; Mercury sq Jupiter; Venus opp Mars; Jupiter conj Saturn
176,1982,Scientist,111.5665,184.0697,94.9455,141.1402,193.1005,140.6633,228.3459,300.4295,245.18,23.8014,Moon sq Mercury; Venus conj Jupiter; Venus sq Saturn; Jupiter sq Saturn
177,1993,Engineer,262.785,304.7285,238.0277,223.0614,156.4141,163.2139,219.1797,111.3444,267.0097,266.6369,Moon sq Saturn; Venus conj Saturn; Mars conj Jupiter
178,1983,Engineer,4.5594,49.3962,337.195,4.215,124.8138,186.2002,296.1025,93.3289,133.873,269.9195,Sun conj Venus; Sun opp Jupiter; Venus opp Jupiter
179,1988,Pilot,263.8569,323.9631,254.6175,257.0721,188.5875,94.6619,351.0182,225.9118,178.6131,183.8815,Sun conj Venus; Sun sq Saturn; Mercury conj Venus; Venus sq Saturn; Mars sq Jupiter
180,1981,Engineer,179.8596,204.079,172.4501,156.3507,37.0458,206.6084,260.2002,82.2256,183.177,15.8536,Sun conj Mercury; Moon conj Jupiter; Mercury sq Saturn
181,1980,Engineer,88.0385,169.8353,81.4854,54.4467,335.2176,308.6947,199.0313,329.0212,266.6397,150.9729,Sun conj Mercury; Moon sq Mercury
182,1990,Engineer,89.3747,115.1766,107.6306,96.2422,42.9843,242.3973,18.962,80.3466,185.6787,16.5343,Sun conj Venus; Moon conj Mercury; Mercury sq Saturn
183,1992,Pilot,24.8135,167.4339,12.6227,57.9188,117.8283,199.1129,2.8689,72.2416,202.9704,109.4074,Sun sq Mars; Sun opp Jupiter; Mercury opp Jupiter
184,1999,Engineer,87.3302,132.5785,113.7543,135.1178,279.3189,263.6868,196.7613,286.5505,54.2039,335.6631,Sun opp Jupiter; Moon conj Venus
185,1980,Pilot,83.8792,124.7125,102.8953,120.0903,342.3565,0.5263,236.6294,305.6422,261.7974,37.4216,Moon conj Venus
186,1996,Pilot,353.9217,346.0266,20.385,319.5895,100.7371,15.8041,83.3301,304.3815,148.7004,322.4081,Sun conj Moon; Sun sq Saturn; Mercury conj Jupiter; Mars sq Jupiter
187,1994,Scientist,350.8397,295.1866,327.0302,357.3505,156.5938,347.1186,85.2378,93.9567,113.4032,288.2941,Sun conj Venus; Sun conj Jupiter; Sun sq Saturn; Venus sq Saturn
188,1990,Pilot,114.5008,97.9041,90.6833,85.9612,280.7773,210.4949,55.9478,59.175,167.7798,146.3445,Sun sq Jupiter; Moon conj Mercury; Moon opp Mars; Mercury conj Venus
189,1997,Pilot,128.9835,277.3212,126.2908,125.4648,306.8936,32.5515,290.7349,109.5174,253.6937,217.1889,Sun conj Mercury; Sun conj Venus; Sun opp Mars; Mercury conj Venus; Mercury opp Mars; Mercury sq Jupiter; Venus opp Mars; Venus sq Jupiter; Mars sq Jupiter
190,1986,Pilot,300.9329,128.0674,301.6867,317.9425,93.66,356.6436,11.1896,145.5812,162.7924,269.3082,Sun opp Moon; Sun conj Mercury; Moon opp Mercury
191,1987,Engineer,34.1011,36.6866,50.5544,357.7606,22.2009,281.1456,80.0237,71.3279,144.2095,247.0627,Sun conj Moon
192,2000,Scientist,30.2542,26.9954,58.0952,1.2382,232.5553,291.3475,33.1123,305.0192,291.1994,44.11,Sun conj Moon; Sun conj Saturn; Moon sq Jupiter; Moon conj Saturn; Mercury opp Mars
193,1994,Physician,18.2296,155.9363,30.7977,17.8577,137.7826,153.599,127.4196,326.9895,98.9934,160.5641,Sun conj Venus; Moon conj Jupiter
194,1984,Scientist,12.4738,88.4825,0.9997,4.0251,198.2479,21.9525,100.7194,49.405,71.8048,318.4749,Sun opp Mars; Sun sq Saturn; Moon sq Mercury; Moon sq Venus; Mercury conj Venus; Mars opp Jupiter
195,1996,Engineer,89.6932,195.7164,62.7869,78.413,256.8134,172.6864,281.3166,123.8523,203.6344,115.7776,Moon sq Saturn; Venus opp Mars; Venus sq Jupiter; Mars sq Jupiter
196,1988,Physician,64.7337,114.7959,48.9988,102.7271,280.2738,21.0928,356.9513,190.5956,276.0632,359.8581,Moon sq Jupiter; Venus opp Mars
197,1985,Scientist,36.0484,95.9497,53.7603,76.1053,20.1271,358.7011,78.9882,304.7418,287.0606,127.7297,Venus conj Saturn
198,1985,Engineer,63.3961,213.307,80.5439,82.3683,329.0328,10.1544,252.2019,341.1211,202.8983,202.7192,Sun sq Mars; Mercury conj Venus
199,1986,Pilot,301.2109,291.7444,327.5526,305.2548,63.2004,13.6669,20.2205,216.5986,7.1741,172.076,Sun conj Venus; Moon sq Saturn; Mercury sq Mars; Jupiter conj Saturn
200,1990,Pilot,330.4426,258.0975,353.8944,3.4939,116.492,7.8886,211.1793,330.2007,278.7719,304.7331,Moon sq Mercury; Venus conj Jupiter; Mars sq Saturn
201,1991,Scientist,345.8012,339.0924,339.9545,307.5002,108.6355,49.1226,56.7014,341.5297,285.0633,345.8384,Sun conj Moon; Sun conj Mercury; Moon conj Mercury; Jupiter conj Saturn
202,2000,Scientist,114.222,254.5859,117.6928,151.6236,220.9352,128.4572,239.5914,293.2035,136.2183,264.2382,Sun conj Mercury; Venus sq Saturn; Mars sq Jupiter
203,1989,Engineer,45.8454,140.9765,73.5253,90.5031,11.6578,216.8599,331.5738,348.3114,79.5223,203.5981,Sun sq Moon
204,1995,Scientist,50.6316,85.6785,77.6449,18.7488,318.7153,31.9414,255.2277,230.077,319.1953,160.7868,Sun sq Mars; Mercury opp Saturn
205,1988,Scientist,75.4863,249.5434,67.1133,103.0403,259.3489,17.3331,157.7593,151.0752,59.8818,149.0469,Sun opp Moon; Sun opp Mars; Moon opp Mercury; Moon sq Saturn; Mercury sq Saturn; Venus sq Jupiter
206,1992,Pilot,126.4432,135.1251,144.8564,154.1613,208.1,272.9677,81.2098,162.4635,287.71,12.0286,
207,1980,Pilot,114.7381,26.7121,96.264,102.782,263.5146,196.9367,323.3247,33.5177,213.851,220.9121,Sun sq Moon; Mercury conj Venus; Venus sq Jupiter
208,1995,Pilot,253.6217,155.2764,262.2252,263.9242,156.3121,19.2801,119.194,350.7834,147.3408,199.4805,Moon conj Mars; Mercury conj Venus
209,1997,Engineer,95.4953,101.3483,80.798,52.2603,205.8371,302.3476,55.2924,129.8984,153.9381,106.0378,Sun conj Moon; Venus conj Saturn
210,2000,Physician,216.0776,71.8829,189.5188,184.4775,105.0521,29.497,303.7569,111.0072,143.0882,176.0749,Sun opp Jupiter; Sun sq Saturn; Mercury conj Venus; Mercury sq Mars; Jupiter sq Saturn
211,1988,Engineer,32.8093,195.8854,15.1626,69.8166,132.9846,160.4791,94.7865,167.4209,81.4472,96.6823,Moon opp Mercury; Venus sq Jupiter
212,1981,Scientist,54.407,34.8129,63.8229,83.9923,149.0352,272.3245,81.9046,21.9541,139.3582,188.1296,Sun sq Mars; Mercury sq Mars; Venus conj Saturn
213,1997,Engineer,247.3445,337.0901,251.4165,221.9661,107.5868,142.1296,307.4183,12.5023,205.6392,186.0543,Sun sq Moon; Sun conj Mercury; Moon sq Mercury; Venus sq Saturn
214,1998,Engineer,243.9126,223.2983,222.6483,268.6027,62.2364,354.3725,349.9794,291.0459,45.427,152.415,Sun opp Mars; Moon conj Mercury; Venus sq Jupiter; Jupiter conj Saturn
215,1993,Engineer,72.6909,53.2362,78.0136,55.3869,261.7571,290.6437,31.3299,200.2911,198.7395,308.3847,Sun conj Mercury; Moon conj Venus; Mercury opp Mars
216,1996,Scientist,164.9366,314.4479,180.9834,176.7501,188.1223,151.0538,149.1993,53.3519,211.6563,273.0159,Mercury conj Venus; Mercury conj Mars; Jupiter conj Saturn
217,1983,Engineer,332.9741,202.5662,310.6296,312.4391,192.8281,123.7929,147.9204,137.8957,174.8105,219.2264,Sun opp Saturn; Mercury conj Venus; Mercury opp Jupiter
218,1981,Engineer,61.9919,145.0706,68.6136,79.3499,144.6192,142.4854,316.4247,248.585,17.7448,171.0785,Sun conj Mercury; Moon conj Mars; Moon conj Jupiter; Mars conj Jupiter; Jupiter opp Saturn
219,1988,Pilot,322.9313,294.2589,311.9024,301.8446,176.9829,250.6258,35.3583,312.804,48.3788,350.719,Moon conj Venus; Venus sq Saturn
220,1994,Engineer,278.6511,115.5126,291.4639,288.7291,32.1433,159.018,328.8358,146.5813,174.4057,185.9405,Moon opp Mercury; Moon opp Venus; Mercury conj Venus
221,1991,Pilot,295.5663,185.4971,276.4687,277.4341,182.4463,48.8339,306.4663,316.5597,10.4213,69.3948,Moon sq Mercury; Moon sq Venus; Moon conj Mars; Mercury conj Venus; Mercury sq Mars; Venus sq Mars
222,1986,Engineer,301.3116,164.3215,324.7213,320.9565,98.6319,296.4623,181.8455,228.7475,44.5942,11.0027,Sun conj Jupiter; Mercury conj Venus
223,1991,Engineer,175.9632,160.5972,201.7524,173.5231,198.4801,123.9296,301.5554,93.1176,299.1133,32.5411,Sun conj Venus; Mercury conj Mars; Jupiter opp Saturn
224,1980,Engineer,139.1636,58.6467,143.2101,183.7957,308.56,233.0568,243.9703,96.8701,147.4226,7.2188,Sun conj Mercury; Sun sq Jupiter; Moon sq Mercury; Moon opp Jupiter; Moon opp Saturn; Mercury sq Jupiter
225,1980,Engineer,170.675,47.6331,152.3742,199.558,80.5572,219.0038,339.4818,256.5866,255.3726,99.1363,Sun sq Mars; Mercury opp Saturn
226,1992,Engineer,306.571,165.2393,290.7907,287.577,187.4296,224.4982,210.4154,2.6451,359.7946,347.9348,Mercury conj Venus
227,1991,Scientist,202.1246,213.7581,189.9545,219.8282,173.4258,121.0621,99.534,117.0493,99.6786,236.2031,Moon conj Venus; Moon sq Jupiter; Mercury sq Saturn
228,2000,Scientist,107.5648,53.9745,122.4314,145.9348,289.9547,288.8509,216.012,237.7909,245.0721,259.662,Sun opp Mars; Sun opp Jupiter; Moon sq Venus; Mercury sq Saturn; Mars conj Jupiter
229,2000,Scientist,179.0542,106.4177,201.8413,169.8957,265.2236,209.8885,358.1113,293.7653,123.5401,256.8129,Sun sq Mars; Sun opp Saturn; Moon sq Mercury; Venus sq Mars; Mars sq Saturn
230,1997,Engineer,229.7929,171.2647,254.4703,216.2086,108.0701,61.1952,236.7413,200.9693,105.7623,169.4811,Sun conj Saturn; Jupiter opp Saturn
231,1988,Engineer,261.0672,201.2514,284.1742,303.9718,323.8528,235.5965,80.0113,80.3981,313.7156,151.3701,Sun opp Saturn; Mars sq Jupiter
232,1990,Engineer,133.8057,210.8055,131.7763,97.1127,19.3237,228.3828,208.9127,223.4357,169.9991,70.0358,Sun conj Mercury; Sun sq Jupiter; Moon conj Saturn
233,1983,Engineer,312.2992,137.4009,301.0071,269.4891,307.5263,49.4515,72.1068,147.3091,204.9853,326.3835,Sun opp Moon; Sun conj Mars; Moon sq Jupiter; Mercury conj Mars
234,1994,Engineer,51.5607,64.9284,28.0861,35.4931,355.1905,112.8291,20.8849,162.7392,75.3777,278.4752,Mercury conj Venus; Mercury sq Jupiter; Mercury conj Saturn; Jupiter sq Saturn
235,1998,Pilot,275.2141,176.2478,289.974,235.6661,221.2127,228.0555,145.2217,347.518,137.9939,13.5811,Venus conj Jupiter; Venus sq Saturn; Mars conj Jupiter
236,1986,Scientist,263.0373,342.0247,284.9896,287.6946,191.1722,6.4498,1.4846,264.0972,81.4557,315.7146,Mercury conj Venus; Mercury sq Mars; Mars opp Jupiter; Jupiter conj Saturn
237,1989,Engineer,46.4151,138.0782,51.3806,14.449,296.5838,107.3528,104.698,262.0195,214.6932,121.6207,Sun sq Moon; Sun conj Mercury; Moon sq Mercury; Venus sq Jupiter; Venus sq Saturn; Jupiter conj Saturn
238,1984,Scientist,123.3838,129.3303,105.9357,166.3999,330.5539,145.221,82.2306,261.7808,47.2341,264.2676,Sun conj Moon; Venus sq Saturn; Mars opp Jupiter
239,1998,Engineer,181.6681,44.3383,193.4902,209.7123,135.0693,230.5156,277.6499,224.3285,213.8127,17.2657,Sun sq Saturn; Moon sq Mars; Moon opp Jupiter; Mercury sq Saturn; Mars sq Jupiter
240,1983,Engineer,235.2843,248.3099,230.6238,223.7887,197.0217,170.7827,55.1258,250.2691,226.9121,108.4019,Sun conj Mercury; Sun opp Saturn; Mercury conj Venus; Mercury opp Saturn
241,1983,Engineer,238.4939,97.1918,244.4094,203.6616,299.035,37.7691,258.7558,42.3844,41.0445,38.2549,Sun conj Mercury; Venus sq Mars
242,1986,Engineer,219.2407,280.0652,237.8046,264.6601,128.8519,147.5122,57.7345,197.33,327.7284,247.7534,Sun sq Mars; Mercury sq Jupiter; Mercury opp Saturn; Jupiter sq Saturn
243,1995,Scientist,119.0173,0.9857,128.6288,158.0778,300.6836,240.8479,53.692,32.4298,184.2139,260.4829,Sun opp Mars; Mercury opp Mars; Jupiter opp Saturn
244,1983,Engineer,325.7206,231.9612,323.2986,11.5405,95.085,18.0289,292.7442,314.6906,306.8095,129.6773,Sun sq Moon; Sun conj Mercury; Moon sq Mercury; Venus conj Jupiter; Jupiter sq Saturn
245,1990,Pilot,153.3583,41.7244,173.028,190.8263,3.482,49.822,232.9915,118.3179,322.0299,343.8321,Venus opp Mars; Jupiter opp Saturn
246,1988,Engineer,316.2512,293.3871,298.4919,306.7258,346.4316,97.8599,138.8576,306.2418,287.9637,233.5847,Sun opp Saturn; Moon conj Mercury
247,1985,Engineer,40.7004,21.1127,65.4785,8.0023,149.77,212.6701,288.8153,244.2215,65.2538,136.7103,Moon sq Saturn; Mercury sq Mars
248,1991,Engineer,220.089,310.5273,241.3662,241.9078,321.0346,173.9087,175.7242,319.5338,158.6476,22.801,Sun sq Moon; Mercury conj Venus; Jupiter conj Saturn
249,2000,Engineer,113.1257,253.6445,123.0897,138.8084,207.5936,203.4044,352.0424,241.144,121.7882,188.3171,Sun sq Mars; Sun sq Jupiter; Mercury sq Mars; Mars conj Jupiter
250,1999,Scientist,34.2872,89.4877,25.6491,51.2115,138.5556,302.0519,201.0039,355.605,19.6438,231.6235,Sun sq Jupiter; Mercury opp Saturn; Venus sq Mars
251,1985,Engineer,182.0043,168.944,181.7711,149.8831,270.5148,115.4282,119.1221,100.1366,182.4946,198.1784,Sun conj Mercury; Sun sq Mars; Mercury sq Mars; Jupiter conj Saturn
252,1992,Engineer,145.1797,84.6,142.889,174.1008,161.3155,308.3721,160.9445,42.7345,179.0544,235.2143,Sun conj Mercury; Moon sq Venus; Mars conj Saturn
253,1983,Engineer,145.2383,12.8995,147.9878,176.5255,285.042,346.7416,229.5137,320.4399,202.4397,235.6546,Sun conj Mercury; Sun sq Saturn; Moon sq Mars
254,1994,Pilot,342.1278,163.6056,345.4963,353.6246,170.3281,236.5802,257.7289,41.0484,273.3552,79.829,Sun opp Moon; Sun conj Mercury; Sun sq Saturn; Moon opp Mercury; Moon conj Mars; Moon sq Saturn; Mercury opp Mars; Mercury sq Saturn; Venus opp Mars; Venus sq Saturn; Mars sq Saturn
255,1990,Scientist,127.85,228.118,144.6451,132.4283,134.6005,38.276,322.8758,177.272,295.8619,267.3039,Sun conj Venus; Sun conj Mars; Sun sq Jupiter; Moon sq Venus; Moon sq Mars; Moon sq Saturn; Mercury opp Saturn; Venus conj Mars; Venus sq Jupiter
256,1993,Scientist,38.5061,67.5156,62.5983,28.2242,164.5366,281.3113,258.0436,38.7957,149.2093,333.5856,Moon conj Mercury; Mars sq Saturn
257,1998,Scientist,44.3589,164.6596,49.3606,44.7619,346.9877,1.5615,265.037,199.1615,155.8117,210.6435,Sun conj Mercury; Sun conj Venus; Moon opp Mars; Mercury conj Venus
258,1996,Engineer,281.1893,327.6653,291.9311,249.8598,293.4879,37.2794,236.7079,218.2179,115.8638,317.3006,Moon sq Saturn; Mercury conj Mars
259,1993,Engineer,352.6203,329.7277,7.3133,330.8855,346.8937,349.377,163.0245,48.0139,148.5884,252.0051,Sun conj Mars; Sun conj Jupiter; Moon conj Venus; Mars conj Jupiter; Mars opp Saturn; Jupiter opp Saturn
260,1996,Physician,107.6087,252.538,127.8084,127.9487,336.7843,227.73,72.3201,224.7003,104.6086,124.3057,Moon sq Mars; Moon opp Saturn; Mercury conj Venus; Mars sq Saturn
261,1984,Pilot,353.2808,234.0311,18.9471,353.6545,249.9523,116.0573,41.5459,126.8056,172.9332,205.4297,Sun conj Venus
262,1993,Engineer,242.7277,321.7918,244.6262,278.9655,152.0591,4.5974,38.3294,137.1133,19.1034,20.3777,Sun conj Mercury; Sun sq Mars; Mercury sq Mars; Venus sq Jupiter
263,1988,Pilot,270.0666,103.1816,256.098,302.6473,248.6141,106.2506,271.2938,11.6303,293.0494,36.8928,Sun conj Saturn; Moon conj Jupiter; Mercury conj Mars
264,1997,Scientist,311.3429,267.2686,314.7741,286.1521,282.3506,287.5758,103.5499,239.2177,333.5345,139.5197,Sun conj Mercury; Venus conj Mars; Venus conj Jupiter; Venus opp Saturn; Mars conj Jupiter; Mars opp Saturn; Jupiter opp Saturn
265,1990,Engineer,347.7,267.7212,331.0728,23.1096,309.7601,159.503,81.1975,228.1639,255.4364,132.3868,Sun sq Saturn; Moon opp Saturn
266,1998,Engineer,196.7814,217.2193,212.2457,241.3533,105.904,63.8733,245.7572,67.3116,62.5662,184.9849,Sun sq Mars; Moon conj Mercury; Venus opp Jupiter; Venus conj Saturn; Jupiter opp Saturn
267,1992,Engineer,14.6283,100.4804,1.4257,342.0775,304.5651,2.0322,167.8793,337.498,14.3786,334.3062,Sun sq Moon; Mercury conj Jupiter; Venus opp Saturn
268,1999,Scientist,18.308,176.5983,22.3779,4.6842,282.2513,114.4292,79.1863,66.1929,24.5435,181.8505,Sun conj Mercury; Mercury sq Jupiter
269,1993,Pilot,195.5089,145.2301,187.0754,232.3149,238.8004,119.184,105.6868,342.111,222.581,170.9486,Sun sq Saturn; Moon sq Venus; Moon sq Mars; Venus conj Mars
270,1997,Scientist,296.5278,353.208,269.0208,312.7459,160.4402,325.6187,220.9324,223.6074,345.2029,245.7185,Moon sq Mercury; Venus sq Saturn
271,1990,Engineer,137.2941,286.6344,115.6431,113.9268,260.6312,8.8941,186.0724,277.378,185.1513,183.1448,Moon opp Venus; Mercury conj Venus; Jupiter opp Saturn
272,1995,Engineer,15.7866,69.3045,16.5647,58.8149,60.2621,344.2594,193.6709,2.639,23.5699,241.3206,Sun conj Mercury; Sun opp Saturn; Moon sq Jupiter; Mercury opp Saturn; Venus conj Mars
273,1986,Engineer,311.3823,152.7154,289.2022,315.0067,252.9874,351.4406,279.0744,232.762,338.3104,268.8807,Sun conj Venus
274,1984,Engineer,8.5511,13.6391,344.653,337.6383,90.6869,25.3592,295.783,327.9552,146.7478,162.4052,Sun conj Moon; Mercury conj Venus; Jupiter sq Saturn
275,1992,Pilot,155.889,6.0807,165.5937,159.2331,230.9122,222.6058,272.1458,210.8189,252.3175,26.1322,Sun conj Venus; Moon sq Saturn; Mercury conj Venus
276,1996,Engineer,38.2088,108.4863,15.0531,63.6751,157.5634,142.2408,237.8603,170.6356,192.0484,49.0973,Moon sq Mercury; Venus sq Mars; Venus opp Saturn; Jupiter sq Saturn
277,1992,Scientist,286.8374,305.8083,275.3562,299.7057,107.3003,319.3121,347.5315,312.17,233.2586,344.661,Sun opp Mars; Moon conj Venus
278,1980,Pilot,199.2687,199.8251,178.1699,151.7516,214.7958,193.3747,340.9126,109.6888,269.3868,325.2767,Sun conj Moon; Sun conj Jupiter; Moon conj Jupiter
279,1991,Pilot,76.2253,51.2838,58.5289,87.4463,90.987,41.2641,241.552,204.2254,19.5798,270.3751,Moon conj Mercury; Mercury opp Saturn; Venus conj Mars
280,1997,Engineer,166.0555,197.8793,154.332,124.5223,35.3529,261.2121,175.3885,119.1063,46.1575,235.9703,Sun sq Jupiter; Venus sq Mars; Jupiter sq Saturn
281,1983,Pilot,102.6494,25.1312,85.4853,101.292,118.2046,237.392,249.6449,54.8622,204.0703,290.7719,Sun conj Venus; Moon sq Mars
282,1993,Engineer,60.7102,112.7573,76.7072,81.0813,230.7019,99.6047,129.415,244.6489,119.3627,172.7834,Mercury conj Venus
283,1994,Scientist,129.147,109.9698,132.0406,98.0209,218.386,303.0455,309.1369,50.4006,193.9025,94.7645,Sun conj Mercury; Sun sq Mars; Sun opp Jupiter; Sun opp Saturn; Mercury sq Mars; Mercury opp Saturn; Mars sq Jupiter; Mars sq Saturn; Jupiter conj Saturn
284,2000,Scientist,27.5265,27.144,0.5698,28.2156,11.2299,209.4806,145.8484,212.4131,326.2693,198.5738,Sun conj Moon; Sun conj Venus; Sun opp Jupiter; Moon conj Venus; Moon opp Jupiter; Venus opp Jupiter
285,1997,Scientist,321.8349,194.2838,330.4538,288.1037,141.2994,320.9175,212.2563,308.5791,48.1973,180.4043,Sun opp Mars; Sun conj Jupiter; Moon sq Venus; Mars opp Jupiter
286,1982,Pilot,142.8427,180.7802,151.9527,176.2489,290.3544,221.053,59.7037,185.0892,160.6394,64.4923,Moon conj Venus; Mercury sq Saturn
287,1998,Scientist,237.3888,348.3848,250.6003,235.8051,129.1664,78.7749,175.5512,22.63,132.9967,15.411,Sun conj Venus; Moon sq Jupiter; Moon opp Saturn
288,1986,Engineer,186.4387,284.9258,180.1719,226.5573,317.3587,14.3657,233.4689,37.161,348.6389,228.0841,Sun conj Mercury; Sun opp Jupiter; Moon sq Jupiter; Venus sq Mars; Venus conj Saturn
289,1988,Scientist,300.554,195.966,282.2896,315.3068,131.5068,235.2012,300.7689,185.9986,135.4784,326.6073,Sun conj Saturn; Moon sq Mercury; Venus opp Mars
290,1996,Scientist,146.1032,294.2052,137.425,174.1983,319.3819,2.3752,317.5323,158.3635,82.7967,185.2349,Sun opp Mars; Mercury opp Mars; Mercury opp Saturn; Mars conj Saturn
291,1988,Pilot,76.1462,67.286,68.4306,97.0072,42.5989,82.9247,292.0221,259.292,173.346,172.3733,Sun conj Mercury; Sun conj Jupiter; Moon conj Mercury
292,1986,Scientist,212.6847,233.0133,207.6951,188.0771,46.0386,213.2452,48.5007,184.5514,320.6872,52.8714,Sun conj Mercury; Sun conj Jupiter; Moon opp Mars; Moon opp Saturn; Mercury conj Jupiter; Mars conj Saturn
293,1985,Engineer,92.9735,64.8135,118.6348,102.5118,202.8977,6.7032,259.037,238.2282,102.0437,30.8695,Sun sq Jupiter; Mercury sq Mars; Venus sq Jupiter
294,1994,Engineer,218.3493,169.7088,217.3228,191.4082,147.8761,51.3764,209.7526,276.2964,224.3562,183.8898,Sun conj Mercury; Mercury conj Saturn
